month,platform,brand,legalEntity,comuna,project,pepCode,campaignName,amount,invoiceId,invoiceDate,paymentDate,paymentReference,referenceId,referenceType,chargeAmountValidation,matched,mappingBrand,cartolaMatchStatus
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Santiago | AO | DemandGen | Propiedades,13190,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Almagro Plus,I-ALM-2234,Santiago | AO | DemandGen | Propiedades,10385,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Nacional | AO S | Por Categoria | Propiedades,69791,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Nacional | AO S | Propiedades | Cuota impresiones,20016,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Santiago | AO | DemandGen | Propiedades,13190,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Balance,I-ALM-2358,Santiago | AO | DemandGen | Propiedades,10385,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Nacional | AO S | Por Categoria | Propiedades,69791,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Nacional | AO S | Propiedades | Cuota impresiones,20016,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Santiago | AO | DemandGen | Propiedades,13190,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Carrera 4,I-ALM-2275,Santiago | AO | DemandGen | Propiedades,10385,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
2026-08,Google Ads,Almagro Propiedades,Almagro S.A,Propiedades,Indico,I-ALM-1453,Nacional | AO S | Por Categoria | Propiedades,69791,5685669288,2026-08-31,2026-08-31,,5685669288,invoiceNumber,Sin match,True,Almagro,Pendiente cartola TC agosto completa
